"cell_id","UMAP_1","UMAP_2","label1","label2","label3"
"0",-2.22473586284067,-4.41204363420981,"Neuron","TEPN","MSN"
"1",11.1310192278728,5.68970173284037,"Neuron","TEPN","MSN"
"2",1.79376947201345,-10.0077002675869,"Mix","Mix","Mix"
"3",0.253753059278467,2.32749193593485,"Non_Neuron","AC","AC2"
"4",4.00688802517507,16.6272742120884,"Non_Neuron","OLG","OLG1"
"5",-2.77140248500254,8.74792068883402,"Non_Neuron","MLG","MLG"
"6",-2.65571344577219,8.41369408055765,"Non_Neuron","MLG","MLG"
"7",11.833813302885,7.49831264897806,"Neuron","TEPN","MSN"
"8",12.4456611803875,6.16328543111307,"Neuron","TEPN","MSN"
"9",-8.27929771624949,5.76595943852884,"Non_Neuron","VAS","Peri/VEC"
"10",-3.61809218608286,-3.67797261789816,"Neuron","TEPN","MSN"
"11",11.9161049059734,6.28947513982279,"Neuron","TEPN","MSN"
"12",-5.7732065983906,5.36989944859964,"Non_Neuron","VAS","Peri/VEC"
"13",2.24551736630056,15.9654719202183,"Non_Neuron","OLG","OLG2"
"14",-2.52123833381083,-2.48651510790365,"Mix","Mix","Mix"
"15",12.2888446978435,6.07145136281473,"Neuron","TEPN","MSN"
"16",12.6759754351482,6.39829224034769,"Neuron","TEPN","MSN"
"17",12.1535907915935,6.60306137486917,"Neuron","TEPN","MSN"
"18",-1.86562145434763,8.35066479131205,"Non_Neuron","MLG","MLG"
"19",4.49453031338308,17.5959250299595,"Mix","Mix","Mix"
"20",1.782081001173,5.32134502812845,"Non_Neuron","AC","AC1"
"21",4.84825002468679,15.852675136771,"Non_Neuron","OLG","OLG1"
"22",-7.84293258868601,-11.436911884103,"Mix","Mix","Mix"
"23",12.7212902239666,-4.39058071688192,"Mix","Mix","Mix"
"24",11.694014184843,6.57076614781839,"Neuron","TEPN","MSN"
"25",12.1129480532512,6.33061569615824,"Neuron","TEPN","MSN"
"26",2.56566082752798,4.8587390749119,"Non_Neuron","AC","AC2"
"27",11.807220094572,6.3799359171055,"Neuron","TEPN","MSN"
"28",11.3655859164104,7.92802303716165,"Neuron","TEPN","MSN"
"29",12.0900007418499,6.97828310414774,"Neuron","TEPN","MSN"
"30",11.8375478915081,6.2155129282139,"Neuron","TEPN","MSN"
"31",12.0358043841228,6.58887070104105,"Neuron","TEPN","MSN"
"32",12.2666813067302,6.61081188603861,"Neuron","TEPN","MSN"
"33",-7.4582766362324,5.47759741231424,"Non_Neuron","VAS","Peri/VEC"
"34",-6.11049354754832,3.902105983939,"Mix","Mix","Mix"
"35",10.5541502169475,5.69465273305399,"Neuron","TEPN","MSN"
"36",-3.26224673472788,-6.87262994364279,"Neuron","TEPN","TEGLU Mix"
"37",-8.44846523486521,5.15008419438822,"Non_Neuron","VAS","Peri/VEC"
"38",12.2241254977093,5.86856716557962,"Neuron","TEPN","MSN"
"39",-5.10463751040842,-12.9246562154629,"Mix","Mix","Mix"
"40",12.0813480547771,6.4314405290745,"Neuron","TEPN","MSN"
"41",0.316163115869501,-0.198057416234189,"Mix","Mix","Mix"
"42",10.5986410311565,6.09352320119364,"Neuron","TEPN","MSN"
"43",-1.16778714143183,14.6438309518955,"Non_Neuron","OLG","OLG1"
"44",-1.9762015410557,-2.54563552454489,"Mix","Mix","Mix"
"45",4.11564361370657,5.31851356908304,"Mix","Mix","Mix"
"46",10.9327818087444,5.74401539250833,"Neuron","TEPN","MSN"
"47",12.0619455508098,6.67118280812723,"Neuron","TEPN","MSN"
"48",12.1426941088543,6.71822660848123,"Neuron","TEPN","MSN"
"49",11.1178756884441,6.15837496205789,"Mix","Mix","Mix"
"50",1.35670530117605,15.2729260294102,"Non_Neuron","OLG","OLG2"
"51",2.00628339565847,17.1261889307163,"Non_Neuron","OLG","OLG2"
"52",-7.70469034396555,5.2627131311558,"Non_Neuron","VAS","Peri/VEC"
"53",11.923506372343,6.75262611791117,"Neuron","TEPN","MSN"
"54",1.63776861942861,6.9449846117161,"Mix","Mix","Mix"
"55",11.8239437273845,7.4597870676182,"Neuron","TEPN","MSN"
"56",1.96801673687551,6.40831964894754,"Non_Neuron","AC","AC2"
"57",11.2461076907024,6.45198410436136,"Neuron","TEPN","MSN"
"58",11.9036089114055,6.17496889516336,"Neuron","TEPN","MSN"
"59",10.4470459154949,6.10011213704569,"Neuron","TEPN","MSN"
"60",12.2048546007976,6.56527441426737,"Neuron","TEPN","MSN"
"61",12.4287067583904,6.58138817235453,"Neuron","TEPN","MSN"
"62",12.0985780886516,6.37688558980448,"Neuron","TEPN","MSN"
"63",12.2102667025432,6.55317514821512,"Neuron","TEPN","MSN"
"64",12.6142984560833,5.93673675939066,"Neuron","TEPN","MSN"
"65",-2.64917481624033,8.68551128789408,"Non_Neuron","MLG","MLG"
"66",11.9366642168865,6.74859827443582,"Neuron","TEPN","MSN"
"67",12.6876207522259,6.05478876515848,"Neuron","TEPN","MSN"
"68",12.0053793124065,6.70442789479715,"Neuron","TEPN","MSN"
"69",-7.74751747332957,5.2640501825474,"Non_Neuron","VAS","Peri/VEC"
"70",11.6403986147747,6.07907837316019,"Neuron","TEPN","MSN"
"71",11.1960254839763,5.6826555101536,"Neuron","TEPN","MSN"
"72",11.9583564928875,6.686529812064,"Neuron","TEPN","MSN"
"73",5.69086276806448,16.7297446100376,"Non_Neuron","OLG","OLG2"
"74",2.92683827198599,14.7907521097325,"Non_Neuron","OLG","OLG2"
"75",4.32351028240774,16.4123656122349,"Non_Neuron","OLG","OLG2"
"76",11.4713894060955,6.59468000813944,"Neuron","TEPN","MSN"
"77",12.1688791445598,6.72399300023539,"Neuron","TEPN","MSN"
"78",11.3868662051067,7.12230270787699,"Neuron","TEPN","MSN"
"79",-8.17544353686716,6.08775871678812,"Non_Neuron","VAS","Peri/VEC"
"80",10.9084621600017,6.33475321217997,"Neuron","TEPN","MSN"
"81",3.22822391308401,15.8972174493931,"Non_Neuron","OLG","OLG2"
"82",2.87920724667166,17.4441840021275,"Non_Neuron","OLG","OLG1"
"83",-0.599637373615763,13.7135683862827,"Non_Neuron","OLG","OLG2"
"84",3.18764602459524,14.2139469949864,"Mix","Mix","Mix"
"85",11.6387668780193,6.65869921132547,"Neuron","TEPN","MSN"
"86",-0.787395662893316,14.3022772638462,"Non_Neuron","OLG","OLG1"
"87",11.3659111193523,6.66886108800394,"Neuron","TEPN","MSN"
"88",3.08619438923452,4.8925320474766,"Non_Neuron","AC","AC2"
"89",4.02045594967459,17.1874987451695,"Non_Neuron","OLG","OLG2"
"90",3.08771955288503,16.4301058618687,"Non_Neuron","OLG","OLG2"
"91",-1.6114075251713,16.0915896265171,"Non_Neuron","OLG","OLG2"
"92",5.88225948132131,17.1025187341831,"Non_Neuron","OLG","OLG2"
"93",12.1902986697063,6.08877247258646,"Neuron","TEPN","MSN"
"94",11.2639003924236,6.18116253301126,"Neuron","TEPN","MSN"
"95",10.7114463976726,6.02719086095316,"Neuron","TEPN","MSN"
"96",12.0899959734783,6.4724652139805,"Neuron","TEPN","MSN"
"97",4.33550607479666,14.2310129968785,"Non_Neuron","OLG","OLG1"
"98",10.7180133990154,5.88734548970682,"Neuron","TEPN","MSN"
"99",-1.46567905627634,-1.99870747641104,"Mix","Mix","Mix"
"100",-2.45953024112131,9.18924015447122,"Non_Neuron","MLG","MLG"
"101",-1.12527019463923,12.2939001886509,"Non_Neuron","OLG","OLG1"
"102",12.2826782397136,6.72999590322,"Neuron","TEPN","MSN"
"103",4.95592271603201,15.9651705591343,"Non_Neuron","OLG","OLG1"
"104",0.758270137678125,12.7007948724888,"Non_Neuron","OLG","OLG1"
"105",12.3154779604778,6.89747732564432,"Neuron","TEPN","MSN"
"106",11.8095956972942,5.66328257009012,"Neuron","TEPN","MSN"
"107",-2.99589098178293,-3.51633578852194,"Neuron","TEPN","MSN"
"108",12.6061216524944,6.42271917745096,"Neuron","TEPN","MSN"
"109",1.35703610695455,3.62085264607889,"Non_Neuron","AC","AC1"
"110",11.5844751528606,6.72615164205057,"Neuron","TEPN","MSN"
"111",-0.486114344824812,-1.34894585922735,"Mix","Mix","Mix"
"112",4.17737876690481,15.3524329034947,"Non_Neuron","OLG","OLG1"
"113",4.00434028423879,16.5222460596226,"Non_Neuron","OLG","OLG2"
"114",3.4282311133251,14.221423801627,"Mix","Mix","Mix"
"115",-1.14524049245264,0.121351834978885,"Mix","Mix","Mix"
"116",11.4656282595501,6.11092871114237,"Neuron","TEPN","MSN"
"117",5.57946836269949,16.6996714441441,"Non_Neuron","OLG","OLG1"
"118",12.6951109103069,6.10790365621073,"Neuron","TEPN","MSN"
"119",12.028806321989,6.74416225835306,"Neuron","TEPN","MSN"
"120",-0.529268898335061,1.57242577954752,"Non_Neuron","AC","AC3"
"121",10.3974758318767,-5.06283265665548,"Neuron","INH","INH_Pvalb"
"122",4.81057655132864,-11.3578007848598,"Neuron","TEPN","MSN"
"123",12.5650001696453,6.1132671205662,"Neuron","TEPN","MSN"
"124",12.2924019030437,6.65708177968485,"Neuron","TEPN","MSN"
"125",3.71082460201834,17.7396151392124,"Non_Neuron","OLG","OLG2"
"126",4.82823526180837,17.2487723199986,"Non_Neuron","OLG","OLG2"
"127",-2.98700464450266,-1.86070019320028,"Mix","Mix","Mix"
"128",-0.703418410648367,15.9139601556919,"Non_Neuron","OLG","OLG2"
"129",12.4920984438762,5.91330307408792,"Neuron","TEPN","MSN"
"130",11.059323900114,6.06436794682962,"Neuron","TEPN","MSN"
"131",11.2710243395672,5.97383182927591,"Neuron","TEPN","MSN"
"132",-0.124259419073126,-1.50842160299795,"Neuron","TEPN","TEGLU L4"
"133",11.7926689318523,5.92652958318216,"Neuron","TEPN","MSN"
"134",12.5485788515911,6.52405041142923,"Neuron","TEPN","MSN"
"135",12.1005464724407,6.50262897893412,"Neuron","TEPN","MSN"
"136",12.5560375384197,6.269950565543,"Neuron","TEPN","MSN"
"137",0.6245646408901,1.82599061414225,"Mix","Mix","Mix"
"138",11.9869733980999,5.82017677709085,"Neuron","TEPN","MSN"
"139",-4.23889983378794,2.90050118848307,"Mix","Mix","Mix"
"140",12.0772586993084,5.59696024342997,"Neuron","TEPN","MSN"
"141",5.11514865673635,13.6685644952915,"Non_Neuron","OLG","OLG1"
"142",12.1472984484539,6.41342562123758,"Neuron","TEPN","MSN"
"143",11.8775087527141,6.21213358327372,"Neuron","TEPN","MSN"
"144",12.4027649096355,6.48551243230326,"Neuron","TEPN","MSN"
"145",12.7290636233196,6.22200554295999,"Neuron","TEPN","MSN"
"146",5.25433646954153,16.0987936823033,"Mix","Mix","Mix"
"147",12.0569349459514,6.38360231801493,"Neuron","TEPN","MSN"
"148",2.58312761105154,5.42730015202982,"Non_Neuron","AC","AC3"
"149",11.9479709795818,6.72830551549417,"Neuron","TEPN","MSN"
"150",10.9696966341839,5.71279734059793,"Neuron","TEPN","MSN"
"151",5.81234037197683,16.4071699945591,"Non_Neuron","OLG","OLG1"
"152",12.3429552248821,6.58068149968607,"Neuron","TEPN","MSN"
"153",-2.67747367106821,-2.18439752176779,"Neuron","TEPN","TEGLU Mix"
"154",11.6707445315227,7.05884235784037,"Mix","Mix","Mix"
"155",12.743354432951,6.21065205022318,"Neuron","TEPN","MSN"
"156",12.1470190218792,6.14058655187113,"Neuron","TEPN","MSN"
"157",11.5972524813518,6.1754304735325,"Neuron","TEPN","MSN"
"158",11.572525613676,6.37546318456156,"Neuron","TEPN","MSN"
"159",5.08130990780447,15.4547907678745,"Mix","Mix","Mix"
"160",0.669405811201074,17.293728527274,"Non_Neuron","OLG","OLG2"
"161",1.59320437229727,17.5513750879429,"Non_Neuron","OLG","OLG2"
"162",-12.4887613125935,0.198676761832065,"Non_Neuron","CHOR/EPEN","EPEN"
"163",10.4459778002605,6.03333252355081,"Neuron","TEPN","MSN"
"164",3.19220601833914,5.40532272740824,"Non_Neuron","AC","AC3"
"165",12.2037655047283,6.5588065950535,"Neuron","TEPN","MSN"
"166",11.5742384127483,7.81604259892923,"Neuron","TEPN","MSN"
"167",6.17195045269583,15.9737479059361,"Mix","Mix","Mix"
"168",12.5630870989666,6.59297054692728,"Neuron","TEPN","MSN"
"169",10.8941236666546,6.0847002832554,"Neuron","TEPN","MSN"
"170",-1.45209158145334,-3.31688601091879,"Neuron","TEPN","TEGLU Mix"
"171",12.3400951556072,6.56948727056009,"Neuron","TEPN","MSN"
"172",12.9770628146038,-5.46506625727194,"Neuron","INH","INH_Sst"
"173",12.2645116976604,6.12523382588846,"Neuron","TEPN","MSN"
"174",12.5217052630291,6.52688473149759,"Neuron","TEPN","MSN"
"175",3.12229906834219,5.91203754827005,"Non_Neuron","AC","AC2"
"176",12.7176672152385,6.1214138834141,"Neuron","TEPN","MSN"
"177",11.8566213778362,6.54548901006205,"Neuron","TEPN","MSN"
"178",10.7722603014812,6.29938429280741,"Mix","Mix","Mix"
"179",12.5599857500896,6.00172155782206,"Neuron","TEPN","MSN"
"180",-1.69433463298228,-2.60841518953817,"Neuron","TEPN","TEGLU Mix"
"181",2.83771955288503,5.6471068231724,"Non_Neuron","AC","AC2"
"182",12.2525230578289,6.45659511968119,"Neuron","TEPN","MSN"
"183",10.5331045321331,5.95230549260599,"Neuron","TEPN","MSN"
"184",-0.312600321401617,-1.3514425785877,"Mix","Mix","Mix"
"185",12.1015611819134,6.19419353887064,"Neuron","TEPN","MSN"
"186",-5.71887767993357,5.43116205617411,"Non_Neuron","VAS","Peri/VEC"
"187",12.3653551272259,6.00516765996439,"Neuron","TEPN","MSN"
"188",10.4659753970012,6.02236336156351,"Neuron","TEPN","MSN"
"189",10.482045762907,6.14395683690531,"Mix","Mix","Mix"
"190",11.6287981203899,6.33602112218363,"Neuron","TEPN","MSN"
"191",1.26007401264761,2.58502524777872,"Non_Neuron","AC","AC2"
"192",-2.50488341533091,-2.67149812296408,"Mix","Mix","Mix"
"193",4.19916688717459,16.9620253412388,"Non_Neuron","OLG","OLG2"
"194",11.711574190031,6.29606312200052,"Neuron","TEPN","MSN"
"195",12.024942033659,6.34999006673319,"Neuron","TEPN","MSN"
"196",6.66827356136892,16.4444281427525,"Mix","Mix","Mix"
"197",-2.7270799943104,8.64359825536234,"Non_Neuron","MLG","MLG"
"198",10.9566484621868,5.55295914098246,"Neuron","TEPN","MSN"
"199",11.4754768542156,6.47182196065409,"Neuron","TEPN","MSN"
"200",11.2843586138592,6.05273931905252,"Neuron","TEPN","MSN"
"201",11.4771505526409,5.79708307668192,"Neuron","TEPN","MSN"
"202",-5.08991182528879,-15.280604663644,"Neuron","TEPN","TEGLU CA1"
"203",10.9080959490642,5.92622440740091,"Neuron","TEPN","MSN"
"204",12.2537399462566,6.55775850697977,"Neuron","TEPN","MSN"
"205",11.6678177050457,6.7134115068577,"Neuron","TEPN","MSN"
"206",10.907730691801,6.23721617146952,"Neuron","TEPN","MSN"
"207",10.4471927813396,6.02767723485453,"Neuron","TEPN","MSN"
"208",-7.3038896390095,3.61595648213846,"Non_Neuron","VAS","Peri/VEC"
"209",11.5750795534954,6.19716232701761,"Neuron","TEPN","MSN"
"210",11.9937511614666,6.23698776647074,"Neuron","TEPN","MSN"
"211",11.1395012072429,6.08116691991312,"Neuron","TEPN","MSN"
"212",-1.68875134669687,-1.66441971376913,"Mix","Mix","Mix"
"213",12.2192073992595,6.68180244847757,"Neuron","TEPN","MSN"
"214",10.9205671480999,6.08378141805155,"Neuron","TEPN","MSN"
"215",-2.93347275935557,2.08984869405252,"Mix","Mix","Mix"
"216",11.7734419039593,6.40763157292826,"Neuron","TEPN","MSN"
"217",10.6106907061443,-5.22249299601095,"Neuron","INH","INH_Pvalb"
"218",-4.94933260165598,-14.0634606511928,"Mix","Mix","Mix"
"219",11.2160192660198,5.80440395757181,"Neuron","TEPN","MSN"
"220",10.7713142565594,6.28396719380838,"Neuron","TEPN","MSN"
"221",5.08670818127249,17.2354590265415,"Non_Neuron","OLG","OLG2"
"222",3.45088779247854,5.3186246721409,"Non_Neuron","AC","AC1"
"223",12.6596304110393,5.97874658986551,"Neuron","TEPN","MSN"
"224",-6.11323774539377,4.10433691426737,"Mix","Mix","Mix"
"225",5.68935357845876,17.9544073907993,"Non_Neuron","OLG","OLG2"
"226",0.502451532255152,1.40210133477671,"Non_Neuron","AC","AC1"
"227",-6.06624067508127,3.21454590245706,"Mix","Mix","Mix"
"228",11.9867721728191,6.85465496465189,"Neuron","TEPN","MSN"
"229",12.7113004855022,6.33308428212625,"Neuron","TEPN","MSN"
"230",11.4444538287029,6.57281511708719,"Neuron","TEPN","MSN"
"231",3.5785361460552,5.07687824651224,"Non_Neuron","AC","AC1"
"232",11.2188268832073,6.32694929524881,"Neuron","TEPN","MSN"
"233",12.6097980669842,6.23546713277323,"Neuron","TEPN","MSN"
"234",-2.72304261409189,8.44466370030863,"Non_Neuron","MLG","MLG"
"235",3.19973336971853,6.54112547322733,"Non_Neuron","AC","AC1"
"236",-8.79630125247385,6.89003532811624,"Non_Neuron","VAS","VLMC"
"237",10.802192323576,5.80903833791239,"Neuron","TEPN","MSN"
"238",-1.4649585553303,0.0330082146785917,"Non_Neuron","AC","AC3"
"239",12.0728346041546,6.37774866506082,"Neuron","TEPN","MSN"
"240",11.9482389620647,7.01492851659281,"Neuron","TEPN","MSN"
"241",12.2173925570354,7.00049656316263,"Neuron","TEPN","MSN"
"242",11.829156511198,5.76213997289164,"Neuron","TEPN","MSN"
"243",5.68013202465627,15.7157389490269,"Non_Neuron","OLG","OLG2"
"244",-5.96930349551584,4.07362430974466,"Mix","Mix","Mix"
"245",-6.50057256900217,4.71290987416727,"Non_Neuron","VAS","Peri/VEC"
"246",-3.73683322154429,-3.90901619509237,"Neuron","TEPN","MSN"
"247",11.9550930193767,6.6089398233555,"Neuron","TEPN","MSN"
"248",11.8211437395916,6.4490334360264,"Neuron","TEPN","MSN"
"249",-7.76227462970164,5.79769867345316,"Non_Neuron","VAS","Peri/VEC"
"250",-5.17133081637766,5.29600542470438,"Non_Neuron","VAS","Peri/VEC"
"251",12.0718208483562,6.58186930104715,"Neuron","TEPN","MSN"
"252",4.98983346737478,16.9128615228794,"Non_Neuron","OLG","OLG2"
"253",2.1517246893749,5.56594198628885,"Non_Neuron","AC","AC2"
"254",1.48443543232534,4.96338814183695,"Non_Neuron","AC","AC3"
"255",10.3633896044597,5.95875709935648,"Neuron","TEPN","MSN"
"256",5.16527282513235,16.4723593561314,"Non_Neuron","OLG","OLG1"
"257",-2.53879631244089,-2.7379770906307,"Mix","Mix","Mix"
"258",12.2636953524456,6.24267023488504,"Neuron","TEPN","MSN"
"259",11.96740018643,6.58545607015116,"Neuron","TEPN","MSN"
"260",-2.00819969855692,9.60741871282083,"Mix","Mix","Mix"
"261",1.58615958012197,3.2602865068577,"Non_Neuron","AC","AC2"
"262",12.5507599047527,6.71922605916483,"Neuron","TEPN","MSN"
"263",4.7536340884075,14.5905987589024,"Non_Neuron","OLG","OLG2"
"264",-1.19997126542475,16.4536463586949,"Non_Neuron","OLG","OLG2"
"265",-3.0214086838856,-3.12847787455099,"Neuron","TEPN","TEGLU L5/6"
"266",5.16349279202078,16.9275061456822,"Non_Neuron","OLG","OLG1"
"267",11.5993353060589,6.30825251027567,"Neuron","TEPN","MSN"
"268",-0.815340227712652,15.7821375696324,"Non_Neuron","OLG","OLG1"
"269",12.0254856280193,6.05189436360819,"Neuron","TEPN","MSN"
"270",-7.85345304690745,4.31175774022562,"Non_Neuron","VAS","Peri/VEC"
"271",11.593807809721,6.2169572679661,"Neuron","TEPN","MSN"
"272",12.5598941973552,5.95985763951761,"Neuron","TEPN","MSN"
"273",12.1691166094646,6.77540462895853,"Neuron","TEPN","MSN"
"274",-1.09743196450617,-0.919612142596417,"Mix","Mix","Mix"
"275",11.1967283419475,5.71657150670511,"Neuron","TEPN","MSN"
"276",10.5863424471721,6.36428850575907,"Neuron","TEPN","MSN"
"277",12.3658939532146,6.45862978383524,"Neuron","TEPN","MSN"
"278",12.722316377531,6.18735426351053,"Neuron","TEPN","MSN"
"279",-5.89945066653635,-4.82894260004538,"Mix","Mix","Mix"
"280",3.57758914745901,5.78829973622782,"Non_Neuron","AC","AC3"
"281",-3.37306512080576,-6.16472369745749,"Neuron","TEPN","DGGRC"
"282",-7.99823606692698,7.91188782140238,"Non_Neuron","VAS","Peri/VEC"
"283",2.74993120945547,15.2517191736363,"Non_Neuron","OLG","OLG1"
"284",-6.5765136548176,5.08035105153543,"Non_Neuron","VAS","Peri/VEC"
"285",-8.59257257663157,6.79226749822122,"Non_Neuron","VAS","VLMC"
"286",-7.56447828494456,5.99356382771952,"Non_Neuron","VAS","Peri/VEC"
"287",10.889347665678,6.32247417851908,"Neuron","TEPN","MSN"
"288",12.5622726611004,5.88852947637064,"Neuron","TEPN","MSN"
"289",5.5907317332134,16.5142504541538,"Non_Neuron","OLG","OLG1"
"290",12.0467630556927,6.28593080922586,"Neuron","TEPN","MSN"
"291",12.5631338290081,6.03334873601419,"Neuron","TEPN","MSN"
"292",11.9315668276653,6.59339540883524,"Neuron","TEPN","MSN"
"293",-2.5699800320759,-8.63745433405417,"Mix","Mix","Mix"
"294",11.6245399645672,6.37659948750956,"Neuron","TEPN","MSN"
"295",4.12857162273977,16.6863047449253,"Non_Neuron","OLG","OLG1"
"296",-8.67618883334544,6.56136959477884,"Non_Neuron","VAS","VLMC"
"297",1.75479327953909,13.5170695154331,"Mix","Mix","Mix"
"298",5.11665736950491,14.4508778421543,"Non_Neuron","OLG","OLG1"
"299",12.2092548540935,6.51205891057474,"Neuron","TEPN","MSN"
"300",2.5765715769634,15.4045883981846,"Mix","Mix","Mix"
"301",11.4501100710735,7.87020939275247,"Neuron","TEPN","MSN"
"302",-7.66490114413645,5.29362457677347,"Non_Neuron","VAS","Peri/VEC"
"303",-6.77497518741038,4.78905218526346,"Non_Neuron","VAS","Peri/VEC"
"304",-6.69361198626902,4.89658325597269,"Non_Neuron","VAS","Peri/VEC"
"305",12.0697437456951,6.75342195912821,"Neuron","TEPN","MSN"
"306",-1.50463635407831,-1.77264803961294,"Mix","Mix","Mix"
"307",1.62796556271169,2.5353326170109,"Non_Neuron","AC","AC1"
"308",3.11618005550955,5.33550995275003,"Non_Neuron","AC","AC2"
"309",6.09255277432058,16.7172629205845,"Non_Neuron","OLG","OLG2"
"310",12.7329307726726,6.32696407720072,"Neuron","TEPN","MSN"
"311",-3.70167053424265,-7.13372880533712,"Neuron","TEPN","MSN"
"312",-0.117067194808981,0.125587281431979,"Mix","Mix","Mix"
"313",-7.91958177768137,6.4195563165806,"Non_Neuron","VAS","Peri/VEC"
"314",11.4925485781536,6.23735302373392,"Neuron","TEPN","MSN"
"315",-6.16501796924021,5.25360268041117,"Non_Neuron","VAS","Peri/VEC"
"316",-6.04152048312571,4.07566326543314,"Non_Neuron","VAS","Peri/VEC"
"317",11.983528726469,6.45554607793314,"Neuron","TEPN","MSN"
"318",11.4749647311077,6.07278698369486,"Neuron","TEPN","MSN"
"319",11.7425543001995,-5.36149055079001,"Neuron","INH","INH_Cnr1_Vip"
"320",11.4771381548748,6.01203983708841,"Neuron","TEPN","MSN"
"321",0.653915040861109,-2.48019224718588,"Mix","Mix","Mix"
"322",-0.3162984170809,-1.94964939669149,"Neuron","TEPN","TEGLU L4"
"323",12.2207981280193,6.44718235417826,"Neuron","TEPN","MSN"
"324",12.5418697527752,6.05429905339701,"Neuron","TEPN","MSN"
"325",11.244289033781,6.31968706532938,"Neuron","TEPN","MSN"
"326",12.3803812197552,6.43979853078348,"Neuron","TEPN","MSN"
"327",-3.38659346782114,-8.29593116358297,"Mix","Mix","Mix"
"328",12.7897497347698,6.18246143743021,"Neuron","TEPN","MSN"
"329",12.6807476214275,5.98223751470072,"Neuron","TEPN","MSN"
"330",11.3120809725628,-4.50785547808188,"Neuron","INH","INH_Cnr1_Vip"
"331",-1.32993078910258,-1.75835699156302,"Neuron","TEPN","TEGLU Mix"
"332",2.23961912907217,3.75238293096048,"Non_Neuron","AC","AC2"
"333",10.0403839281902,5.85949724599344,"Neuron","TEPN","MSN"
"334",0.284083001981714,17.8285490839146,"Non_Neuron","OLG","OLG2"
"335",3.83367978848074,18.0077635614536,"Non_Neuron","OLG","OLG2"
"336",3.27720367230032,17.8459002344273,"Non_Neuron","OLG","OLG2"
"337",3.38870059765432,15.9377676813267,"Non_Neuron","OLG","OLG2"
"338",0.632245533834436,2.92443555280191,"Non_Neuron","AC","AC2"
"339",6.07331382549856,15.8074232904576,"Non_Neuron","OLG","OLG1"
"340",-0.806329853166601,5.674575981345,"Mix","Mix","Mix"
"341",0.813172572027185,2.81560295506937,"Non_Neuron","AC","AC2"
"342",-2.80632723056223,-2.72875434473532,"Mix","Mix","Mix"
"343",-1.09670443021204,15.612461742606,"Non_Neuron","OLG","OLG2"
"344",-2.74153984271433,2.07210009976847,"Mix","Mix","Mix"
"345",11.2415834597454,6.2512327997349,"Neuron","TEPN","MSN"
"346",12.0408559969768,6.31511324330789,"Neuron","TEPN","MSN"
"347",11.4321561983928,6.42860716268045,"Neuron","TEPN","MSN"
"348",12.4194647005901,6.65060633107645,"Neuron","TEPN","MSN"
"349",-2.75864494525339,9.1285235254429,"Non_Neuron","MLG","MLG"
"350",11.1891418627605,6.19732492848856,"Neuron","TEPN","MSN"
"351",10.392859094511,6.05516355916483,"Neuron","TEPN","MSN"
"352",11.6130787066326,6.33304327413065,"Neuron","TEPN","MSN"
"353",11.3883548907146,-5.62880260065573,"Neuron","INH","INH_Sst"
"354",12.0871912173137,6.37845009252054,"Neuron","TEPN","MSN"
"355",-6.72562730990793,4.86483591481668,"Non_Neuron","VAS","Peri/VEC"
"356",-6.99178493701365,4.84091442510111,"Non_Neuron","VAS","Peri/VEC"
"357",12.1236807040081,6.08872717305643,"Neuron","TEPN","MSN"
"358",10.1843925646648,5.85208719655497,"Non_Neuron","AC","AC3"
"359",3.01063739575002,5.87128752156717,"Non_Neuron","AC","AC2"
"360",11.6785312823162,8.03071373387796,"Mix","Mix","Mix"
"361",-3.02298749171641,2.59460991307718,"Non_Neuron","OPC","OPC"
"362",6.17731057919119,16.632631954398,"Non_Neuron","OLG","OLG1"
"363",-1.88112962924387,-1.87975043371695,"Neuron","TEPN","TEGLU Mix"
"364",-11.4892829724446,0.492672976698703,"Non_Neuron","CHOR/EPEN","EPEN"
"365",11.0469041994915,5.73458307668192,"Neuron","TEPN","MSN"
"366",11.8569780520305,6.3842951624058,"Neuron","TEPN","MSN"
"367",3.70306693829153,5.47430675908548,"Mix","Mix","Mix"
"368",12.8954378298626,6.11469190999491,"Neuron","TEPN","MSN"
"369",-3.23625744067576,-3.8759451539852,"Mix","Mix","Mix"
"370",-2.40173376284983,9.37255733891947,"Non_Neuron","MLG","MLG"
"371",2.52660929478262,5.20688503667337,"Non_Neuron","AC","AC1"
"372",0.854649179349878,1.44599812909586,"Non_Neuron","AC","AC1"
"373",0.126286142240503,16.348036464896,"Non_Neuron","OLG","OLG2"
"374",-13.0717843838825,0.715256747450656,"Non_Neuron","CHOR/EPEN","EPEN"
"375",3.63302242077444,18.0644518701695,"Non_Neuron","OLG","OLG2"
"376",5.36926709927175,18.0327231256626,"Non_Neuron","OLG","OLG2"
"377",4.24575053967092,16.4608008234165,"Non_Neuron","OLG","OLG2"
"378",5.06075202740286,16.2515551416538,"Mix","Mix","Mix"
"379",1.3922648362026,13.5011936990879,"Mix","Mix","Mix"
"380",4.63682901180837,14.9098841516636,"Mix","Mix","Mix"
"381",-9.74737776004221,11.0398070184849,"Mix","Mix","Mix"
"382",1.17958366192434,7.74555843755228,"Mix","Mix","Mix"
"383",2.87320339001272,4.32381361409647,"Non_Neuron","AC","AC2"
"384",3.64700805462454,17.2007967798374,"Non_Neuron","OLG","OLG2"
