"cell_id","UMAP_1","UMAP_2","label1","label2","label3"
"52945",12.5555292300091,6.82295864507181,"Neuron","TEPN","MSN"
"52946",10.620663278471,5.83532017156107,"Neuron","TEPN","MSN"
"52947",-8.54520452700999,4.84532230779154,"Non_Neuron","VAS","Peri/VEC"
"52948",11.4976431063518,6.61276262685282,"Neuron","TEPN","MSN"
"52949",2.36455451763723,15.3232952921055,"Non_Neuron","OLG","OLG2"
"52950",11.3764778307781,8.01834743901712,"Neuron","TEPN","MSN"
"52951",10.9248453310833,6.19639080449564,"Neuron","TEPN","MSN"
"52952",12.3300768069134,6.73674028798563,"Neuron","TEPN","MSN"
"52953",-3.89459241115,-8.8316062124111,"Neuron","TEPN","TEGLU CA1"
"52954",12.2034736803875,5.91290586873514,"Neuron","TEPN","MSN"
"52955",-3.34555900775339,-5.28535729959982,"Neuron","TEPN","TEGLU Mix"
"52956",4.13995706356619,17.1580340234898,"Mix","Mix","Mix"
"52957",10.7079015902385,6.12164801045877,"Neuron","TEPN","MSN"
"52958",10.8776165179119,6.13672417088968,"Neuron","TEPN","MSN"
"52959",12.3513122729168,6.35701435491068,"Neuron","TEPN","MSN"
"52960",10.2377163103924,5.7925597993992,"Neuron","TEPN","MSN"
"52961",9.88666879452322,5.42086666509134,"Neuron","TEPN","MSN"
"52962",12.7984186343059,6.26155012532694,"Neuron","TEPN","MSN"
"52963",12.6618229082927,6.2962447969578,"Neuron","TEPN","MSN"
"52964",5.62744485653494,17.0786253778599,"Non_Neuron","OLG","OLG2"
"52965",1.03981327332113,11.711525615897,"Mix","Mix","Mix"
"52966",12.7713190249309,6.14067285939676,"Neuron","TEPN","MSN"
"52967",12.3684936694011,5.94732635900003,"Neuron","TEPN","MSN"
"52968",12.0464340380535,6.81499355718119,"Mix","Mix","Mix"
"52969",-1.35410947286036,-1.30109280661123,"Neuron","TEPN","TEGLU Mix"
"52970",-2.41999400340464,9.41360634252054,"Non_Neuron","MLG","MLG"
"52971",5.37201701916311,16.6995856134556,"Non_Neuron","OLG","OLG1"
"52972",-1.79592407428171,-0.885145726952725,"Mix","Mix","Mix"
"52973",12.3441053561077,6.08240192815287,"Neuron","TEPN","MSN"
"52974",12.1915203265056,6.02329796239359,"Neuron","TEPN","MSN"
"52975",-0.540896899797729,15.0379835931919,"Non_Neuron","OLG","OLG2"
"52976",0.145235412488916,14.4602257578037,"Non_Neuron","OLG","OLG2"
"52977",2.73224388874624,15.971327480521,"Non_Neuron","OLG","OLG2"
"52978",1.34223698891256,15.0837494699619,"Non_Neuron","OLG","OLG2"
"52979",0.859896295438745,15.3506895868443,"Non_Neuron","OLG","OLG2"
"52980",2.60297953404043,14.7706505624912,"Non_Neuron","OLG","OLG2"
"52981",3.64059364117239,16.5648733942173,"Non_Neuron","OLG","OLG2"
"52982",3.1664587191448,18.1022116510533,"Non_Neuron","OLG","OLG2"
"52983",3.55885612286184,16.4852816431187,"Mix","Mix","Mix"
"52984",-0.749821878303549,14.5650383798741,"Non_Neuron","OLG","OLG2"
"52985",-9.84824979983713,11.0962635843418,"Mix","Mix","Mix"
"52986",-1.86223936759379,-6.7751925618984,"Neuron","TEPN","TEGLU L4"
"52987",12.5247465304241,6.58799665853006,"Neuron","TEPN","MSN"
"52988",4.85222732342336,17.5415179102085,"Non_Neuron","OLG","OLG2"
"52989",2.88101422108267,11.8472563593052,"Mix","Mix","Mix"
"52990",0.382171862493494,13.9707190363072,"Mix","Mix","Mix"
"52991",11.7264143160686,5.96056097432596,"Neuron","TEPN","MSN"
"52992",-2.2890689440861,-2.66312939241903,"Neuron","TEPN","TEGLU Mix"
"52993",12.2020889452801,6.85454672261698,"Neuron","TEPN","MSN"
"52994",11.6402736834392,6.55077713414652,"Neuron","TEPN","MSN"
"52995",12.6537986925945,6.17765205785257,"Neuron","TEPN","MSN"
"52996",10.617471330534,5.75583713933451,"Neuron","TEPN","MSN"
"52997",-7.4698299237385,4.79390209599955,"Non_Neuron","VAS","Peri/VEC"
"52998",12.0235506228313,6.2438332407139,"Neuron","TEPN","MSN"
"52999",11.6720329455242,6.28159111424906,"Neuron","TEPN","MSN"
"53000",12.6513029269085,6.11168783589823,"Neuron","TEPN","MSN"
"53001",12.5998388460979,5.96559112950785,"Neuron","TEPN","MSN"
"53002",12.2440563372478,6.50108116551859,"Neuron","TEPN","MSN"
"53003",11.5971523455486,6.0642735330723,"Neuron","TEPN","MSN"
"53004",11.7885690859661,6.36885279103739,"Neuron","TEPN","MSN"
"53005",-7.20093477450754,4.79581421300394,"Non_Neuron","VAS","Peri/VEC"
"53006",-10.7969240018025,6.70096558019144,"Non_Neuron","VAS","VSMC"
"53007",2.26012551106069,13.3647286264561,"Non_Neuron","OLG","OLG1"
"53008",1.62908016956899,4.60872286244852,"Non_Neuron","AC","AC2"
"53009",-1.36914647303965,-0.86338693216818,"Neuron","TEPN","TEGLU Mix"
"53010",12.361159913908,6.37899654790384,"Neuron","TEPN","MSN"
"53011",12.3572612933025,6.31388348027689,"Neuron","TEPN","MSN"
"53012",11.8346916369304,6.38931625768167,"Neuron","TEPN","MSN"
"53013",12.4478651217327,6.82173937245829,"Neuron","TEPN","MSN"
"53014",-12.889141447176,0.275780853476352,"Non_Neuron","CHOR/EPEN","EPEN"
"53015",-13.0447000332966,1.07206612512094,"Non_Neuron","CHOR/EPEN","EPEN"
"53016",-13.0659879513874,0.658950504507846,"Non_Neuron","CHOR/EPEN","EPEN"
"53017",-9.6357930966511,10.5336205331944,"Mix","Mix","Mix"
"53018",-12.2895253964558,0.413210388865298,"Non_Neuron","CHOR/EPEN","EPEN"
"53019",-12.9802573987141,0.820060309614963,"Non_Neuron","CHOR/EPEN","EPEN"
"53020",-12.2287582226887,0.0537615983150663,"Non_Neuron","CHOR/EPEN","EPEN"
"53021",-12.4860032864704,-0.175234827552014,"Non_Neuron","CHOR/EPEN","EPEN"
"53022",-8.09249437533762,-3.68241602495688,"Mix","Mix","Mix"
"53023",-0.422878801156542,14.5833994714878,"Non_Neuron","OLG","OLG2"
"53024",-9.40529001437571,10.4863297311924,"Non_Neuron","VAS","VLMC"
"53025",3.82152854717825,17.4167506067417,"Non_Neuron","OLG","OLG2"
"53026",4.03317939556692,16.4977099268101,"Non_Neuron","OLG","OLG2"
"53027",2.82846390522573,15.6562373010777,"Non_Neuron","OLG","OLG2"
"53028",3.2861777476177,13.4436737863682,"Mix","Mix","Mix"
"53029",-11.714128858675,1.07768672391397,"Non_Neuron","CHOR/EPEN","EPEN"
"53030",0.789865486989954,12.7721239893101,"Mix","Mix","Mix"
"53031",5.34372150219534,17.8875948755406,"Non_Neuron","OLG","OLG2"
"53032",1.21724211491201,13.6436945764683,"Mix","Mix","Mix"
"53033",-12.6802705594197,0.935262736525363,"Mix","Mix","Mix"
"53034",-0.438549391259215,16.1024920313023,"Non_Neuron","OLG","OLG2"
"53035",0.867518656621912,8.67463177129251,"Mix","Mix","Mix"
"53036",-12.6773313351765,1.34398930951578,"Non_Neuron","CHOR/EPEN","EPEN"
"53037",5.91434060848806,17.3411051599644,"Non_Neuron","OLG","OLG2"
"53038",-0.203012860645315,7.11304872914774,"Non_Neuron","AC","AC3"
"53039",-4.73042047702219,-2.43284911230581,"Mix","Mix","Mix"
"53040",-5.84062278949167,-0.787684816274816,"Mix","Mix","Mix"
"53041",1.06979572094534,8.47641819402201,"Mix","Mix","Mix"
"53042",0.967748277555445,8.39899128362162,"Mix","Mix","Mix"
"53043",2.06181585110281,6.24500482961161,"Non_Neuron","AC","AC2"
"53044",3.22146999157522,14.7010208933018,"Mix","Mix","Mix"
"53045",1.18103050507162,13.2620217172764,"Mix","Mix","Mix"
"53046",-5.537907487978,-1.94341320112722,"Mix","Mix","Mix"
"53047",-5.07054651461985,-3.82614404276388,"Neuron","TEPN","TEGLU L4"
"53048",4.13497363842581,16.5085570184849,"Non_Neuron","OLG","OLG2"
"53049",2.60463225163076,16.2220827905796,"Non_Neuron","OLG","OLG2"
"53050",-5.79464996539499,-0.803112316284352,"Mix","Mix","Mix"
"53051",2.68102990902517,17.5075098840855,"Non_Neuron","OLG","OLG2"
"53052",-3.78203118525889,1.40087014123423,"Non_Neuron","OPC","OPC"
"53053",12.6641088656292,6.22478264256937,"Neuron","TEPN","MSN"
"53054",12.7462278536663,6.28658312245829,"Neuron","TEPN","MSN"
"53055",11.825214021574,6.9632574884556,"Neuron","TEPN","MSN"
"53056",2.19743477619741,5.43095367833597,"Non_Neuron","AC","AC2"
"53057",3.58501922405813,17.0339533655308,"Non_Neuron","OLG","OLG2"
"53058",4.22210370815847,17.1391341058872,"Non_Neuron","OLG","OLG2"
"53059",5.96240770138357,16.9719645349644,"Non_Neuron","OLG","OLG2"
"53060",5.9224458865032,16.5769488184117,"Non_Neuron","OLG","OLG1"
"53061",12.4844337633953,6.35661285802347,"Neuron","TEPN","MSN"
"53062",12.4920650652752,6.19580572530252,"Neuron","TEPN","MSN"
"53063",0.343524985681513,14.2879425851963,"Non_Neuron","OLG","OLG2"
"53064",12.275689714323,5.82101171895487,"Neuron","TEPN","MSN"
"53065",-2.5932635136738,-7.82857877329367,"Neuron","TEPN","MSN"
"53066",-4.60313213549998,-10.8850625188686,"Mix","Mix","Mix"
"53067",12.4284769228802,6.33933752461893,"Neuron","TEPN","MSN"
"53068",11.9187360934124,5.71573465749247,"Neuron","TEPN","MSN"
"53069",-7.13773763858225,5.00296705647928,"Non_Neuron","VAS","Peri/VEC"
"53070",12.1176105669842,6.62071865483744,"Neuron","TEPN","MSN"
"53071",11.1421896151409,6.82587116643412,"Neuron","TEPN","MSN"
"53072",1.24447380817983,7.3800169794224,"Mix","Mix","Mix"
"53073",0.220314257513025,14.2873846857212,"Non_Neuron","OLG","OLG2"
"53074",3.92726051128958,5.72007006093485,"Mix","Mix","Mix"
"53075",12.0140548876629,5.95093935414774,"Neuron","TEPN","MSN"
"53076",12.4834009341106,6.31269520207865,"Neuron","TEPN","MSN"
"53077",12.0409151247844,6.5263039438389,"Neuron","TEPN","MSN"
"53078",-12.8210243054524,0.727060136046237,"Non_Neuron","CHOR/EPEN","EPEN"
"53079",-12.6289886304035,-0.0261269243099032,"Non_Neuron","CHOR/EPEN","EPEN"
"53080",-12.6981777020588,0.191445943560428,"Non_Neuron","CHOR/EPEN","EPEN"
"53081",-10.076436407198,1.18769389077646,"Non_Neuron","CHOR/EPEN","EPEN"
"53082",-5.74637401782419,-1.6427736909725,"Mix","Mix","Mix"
"53083",-12.6703065701618,0.814732131209201,"Non_Neuron","CHOR/EPEN","EPEN"
"53084",-9.40364969455149,10.520872768607,"Mix","Mix","Mix"
"53085",1.17674207008932,14.6008803217076,"Non_Neuron","OLG","OLG2"
"53086",1.01361536301229,8.45769279881937,"Mix","Mix","Mix"
"53087",-5.87376869403269,-1.17832517937201,"Mix","Mix","Mix"
"53088",-12.2910379239216,1.03484612390024,"Non_Neuron","CHOR/EPEN","EPEN"
"53089",-5.80003631793406,-0.609101700935536,"Mix","Mix","Mix"
"53090",-9.9071611233845,10.5440117685459,"Non_Neuron","VAS","VLMC"
"53091",-5.58375633441355,-1.4978933961727,"Mix","Mix","Mix"
"53092",-0.758041388620398,14.5169188348911,"Non_Neuron","OLG","OLG2"
"53093",-12.5689338513508,0.196030196394748,"Non_Neuron","CHOR/EPEN","EPEN"
"53094",-9.44496668063547,10.8152300684117,"Mix","Mix","Mix"
"53095",-3.7385853596821,-4.39547950342672,"Neuron","TEPN","TEGLU Mix"
"53096",-12.6195586987629,0.609832224097079,"Non_Neuron","CHOR/EPEN","EPEN"
"53097",-4.9447268315449,-2.50592500284689,"Mix","Mix","Mix"
"53098",-4.88816250049021,-3.14946800783651,"Mix","Mix","Mix"
"53099",-13.0221313305989,0.6976245014332,"Non_Neuron","CHOR/EPEN","EPEN"
"53100",-9.18439901553538,5.71788566991312,"Mix","Mix","Mix"
"53101",-3.04336274348643,-3.49756652430075,"Neuron","TEPN","TEGLU L5/6"
"53102",3.67297899044607,14.5937439767979,"Mix","Mix","Mix"
"53103",-1.08425135098841,15.2550360529087,"Non_Neuron","OLG","OLG2"
"53104",-7.44932068072703,7.63578194066507,"Non_Neuron","VAS","Peri/VEC"
"53105",-0.0886235304966184,14.7986590234898,"Non_Neuron","OLG","OLG2"
"53106",2.60197269238088,17.2341963617466,"Non_Neuron","OLG","OLG2"
"53107",4.37107192791555,16.8889853326939,"Non_Neuron","OLG","OLG2"
"53108",3.89556037701223,17.2040411798618,"Non_Neuron","OLG","OLG2"
"53109",-2.48854125224497,10.5313307611607,"Mix","Mix","Mix"
"53110",2.87461315907095,14.451443371024,"Mix","Mix","Mix"
"53111",-3.89683902942087,-4.25194627359884,"Neuron","TEPN","MSN"
"53112",3.48725091732595,13.9705092279576,"Mix","Mix","Mix"
"53113",2.42414891041372,17.5667082636021,"Non_Neuron","OLG","OLG2"
"53114",-7.67102850161936,6.84578770085794,"Non_Neuron","VAS","Peri/VEC"
"53115",-7.41076648913767,7.61733692571146,"Non_Neuron","VAS","Peri/VEC"
"53116",-5.95283115588572,-0.740906465206319,"Mix","Mix","Mix"
"53117",-5.86507595263865,-0.851565870795423,"Mix","Mix","Mix"
"53118",-5.87657011233713,-1.17055845573919,"Mix","Mix","Mix"
"53119",-5.48802221499827,-3.52327281549948,"Neuron","CHO/PEP","CHO/PEP"
"53120",-5.83175552569773,-0.649477358315164,"Mix","Mix","Mix"
"53121",-0.597701038499138,15.7511412470005,"Non_Neuron","OLG","OLG2"
"53122",4.78617154873464,17.2011610834263,"Non_Neuron","OLG","OLG2"
"53123",-5.69289148532297,-0.543524158526236,"Mix","Mix","Mix"
"53124",-1.62107909404185,16.0578123895786,"Non_Neuron","OLG","OLG2"
"53125",1.46786486424063,12.6511332361363,"Mix","Mix","Mix"
"53126",-5.84047067843821,-0.671083416197473,"Mix","Mix","Mix"
"53127",0.957292430768946,13.1258770792149,"Mix","Mix","Mix"
"53128",3.3100567988262,13.422053035941,"Mix","Mix","Mix"
"53129",3.30453192509268,13.4698931543492,"Mix","Mix","Mix"
"53130",1.05587970532034,12.6783158151768,"Mix","Mix","Mix"
"53131",4.07621156490896,16.2735392419956,"Non_Neuron","OLG","OLG2"
"53132",-6.3233603306904,6.98723095342142,"Mix","Mix","Mix"
"53133",1.4524660042629,7.01873892232401,"Mix","Mix","Mix"
"53134",0.551025503049829,12.0306288568638,"Mix","Mix","Mix"
"53135",-4.82253921710398,-2.36817235067862,"Neuron","TEPN","TEGLU CA3"
"53136",3.60192167080496,14.769160923209,"Non_Neuron","OLG","OLG2"
"53137",4.97228872097585,18.1864668695591,"Non_Neuron","OLG","OLG2"
"53138",3.28121649540518,16.530165371146,"Non_Neuron","OLG","OLG2"
"53139",11.7409616640911,7.3449599115513,"Neuron","TEPN","MSN"
"53140",2.16681849278066,15.7714220850132,"Non_Neuron","OLG","OLG2"
"53141",12.3263479403362,6.10081976338846,"Neuron","TEPN","MSN"
"53142",0.859556668172815,12.8411909906529,"Mix","Mix","Mix"
"53143",3.83196937359426,14.2847525446079,"Non_Neuron","OLG","OLG1"
"53144",3.10554515637014,15.8354594080113,"Non_Neuron","OLG","OLG2"
"53145",5.01053582943533,16.9798380701206,"Non_Neuron","OLG","OLG2"
"53146",-1.11269880019571,10.8477780191563,"Non_Neuron","MLG","MLG"
"53147",1.45200192249868,8.55390232488138,"Mix","Mix","Mix"
"53148",0.951037042509058,16.7531573145054,"Non_Neuron","OLG","OLG2"
"53149",4.25427257336233,17.5807787744663,"Non_Neuron","OLG","OLG2"
"53150",-3.81094444476511,-3.40172678545492,"Mix","Mix","Mix"
"53151",0.826629870305994,7.22416799947245,"Mix","Mix","Mix"
"53152",1.07410978592489,8.38313835545999,"Mix","Mix","Mix"
"53153",2.13895785130117,12.3780152170323,"Mix","Mix","Mix"
"53154",-13.0817617245808,0.713803467001742,"Non_Neuron","CHOR/EPEN","EPEN"
"53155",-13.0010293789997,0.878297027792758,"Non_Neuron","CHOR/EPEN","EPEN"
"53156",-5.97363746844675,-0.75704522744196,"Mix","Mix","Mix"
"53157",-12.9154685803547,0.439993795599765,"Non_Neuron","CHOR/EPEN","EPEN"
"53158",-12.8184379407063,0.857307967390841,"Non_Neuron","CHOR/EPEN","EPEN"
"53159",1.23457574165914,8.71626442357523,"Mix","Mix","Mix"
"53160",-13.2043241330281,0.686307963576144,"Non_Neuron","CHOR/EPEN","EPEN"
"53161",1.13591872967336,8.80198639317972,"Mix","Mix","Mix"
"53162",-13.2921937771931,0.881914195265597,"Non_Neuron","CHOR/EPEN","EPEN"
"53163",-13.1441329785481,0.503054794516391,"Non_Neuron","CHOR/EPEN","EPEN"
"53164",-11.378775961031,1.49741810246927,"Mix","Mix","Mix"
"53165",1.18567156113241,12.0094954340122,"Mix","Mix","Mix"
"53166",4.80387698925588,17.1857458917759,"Non_Neuron","OLG","OLG2"
"53167",-10.1646608182087,11.0756279794834,"Non_Neuron","VAS","VLMC"
"53168",-5.66542804919626,-0.88739547446745,"Mix","Mix","Mix"
"53169",0.53478991306875,13.570297893729,"Non_Neuron","OLG","OLG2"
"53170",-3.15522468768503,-3.93161231592672,"Neuron","TEPN","TEGLU L6b"
"53171",2.68238269604299,15.5510508386753,"Non_Neuron","OLG","OLG2"
"53172",-5.86517179690745,-0.725832182321721,"Mix","Mix","Mix"
"53173",0.567391507993677,13.7869841425083,"Non_Neuron","OLG","OLG2"
"53174",-0.707287288536093,16.77411907598,"Non_Neuron","OLG","OLG2"
"53175",1.93219172276113,17.9729811517857,"Non_Neuron","OLG","OLG2"
"53176",2.53526198185537,13.6583382455967,"Mix","Mix","Mix"
"53177",2.9216917685375,15.5673281519077,"Non_Neuron","OLG","OLG2"
"53178",-0.80327121101763,16.811737713065,"Non_Neuron","OLG","OLG2"
"53179",1.64582812107656,15.3617522089146,"Non_Neuron","OLG","OLG2"
"53180",0.410518877874353,14.5927626459263,"Non_Neuron","OLG","OLG2"
"53181",0.302375011812189,16.0349528162144,"Non_Neuron","OLG","OLG2"
"53182",1.89299761570547,15.6745631067417,"Non_Neuron","OLG","OLG2"
"53183",3.34074460781668,16.1665369836949,"Non_Neuron","OLG","OLG2"
"53184",0.257567696939447,15.1630722849034,"Non_Neuron","OLG","OLG2"
"53185",3.20505844868276,16.6685435144566,"Non_Neuron","OLG","OLG2"
"53186",-13.2599853345051,0.619396623816318,"Non_Neuron","CHOR/EPEN","EPEN"
"53187",-13.0294812985554,0.3687511055134,"Non_Neuron","CHOR/EPEN","EPEN"
"53188",-13.2850326367512,0.769990500655002,"Non_Neuron","CHOR/EPEN","EPEN"
"53189",-13.1694969006672,0.530860242094821,"Non_Neuron","CHOR/EPEN","EPEN"
"53190",2.79404007710073,16.9417387811802,"Non_Neuron","OLG","OLG2"
"53191",3.89863359249685,15.6767927972935,"Mix","Mix","Mix"
"53192",-5.51170194827463,-0.272277566943341,"Mix","Mix","Mix"
"53193",-5.56146562777903,-1.92509228304403,"Mix","Mix","Mix"
"53194",0.442918353448847,13.7436644403599,"Mix","Mix","Mix"
"53195",1.02432596005056,8.46539371892435,"Mix","Mix","Mix"
"53196",-13.077054388155,0.409928676333255,"Non_Neuron","CHOR/EPEN","EPEN"
"53197",-5.88203418933298,-1.17410773352163,"Mix","Mix","Mix"
"53198",-5.70794141971018,-0.72181333914774,"Mix","Mix","Mix"
"53199",-13.21521700107,0.496481355871982,"Non_Neuron","CHOR/EPEN","EPEN"
"53200",-13.1508163281574,0.60134559556467,"Non_Neuron","CHOR/EPEN","EPEN"
"53201",-8.62734640323069,-3.51334315851706,"Mix","Mix","Mix"
"53202",-11.1305698224201,1.1256965963505,"Non_Neuron","CHOR/EPEN","EPEN"
"53203",3.51045190609548,15.54440372869,"Non_Neuron","OLG","OLG2"
"53204",-5.83999241076853,-0.731765005145246,"Mix","Mix","Mix"
"53205",-3.6781719990864,-2.44193917826193,"Neuron","TEPN","TEGLU L5/6"
"53206",-0.446711740721724,15.435423549857,"Non_Neuron","OLG","OLG2"
"53207",4.87221633709524,17.0015723077915,"Non_Neuron","OLG","OLG2"
"53208",0.857153289686182,13.4328629343174,"Non_Neuron","OLG","OLG2"
"53209",3.62748157299612,16.6126524774693,"Non_Neuron","OLG","OLG2"
"53210",-1.26471085034754,15.8613383142613,"Non_Neuron","OLG","OLG2"
"53211",2.66251622952078,17.2112528650425,"Non_Neuron","OLG","OLG2"
"53212",4.11861955441091,16.896620449271,"Non_Neuron","OLG","OLG2"
"53213",2.86710631168936,16.2893168298863,"Non_Neuron","OLG","OLG2"
"53214",-1.18130547486689,16.4171969263218,"Non_Neuron","OLG","OLG2"
"53215",5.57344638622854,17.4307162134312,"Non_Neuron","OLG","OLG2"
"53216",3.27799569882009,15.3717219202183,"Non_Neuron","OLG","OLG2"
"53217",2.26159440792654,16.1586176721714,"Non_Neuron","OLG","OLG2"
"53218",1.02957128800009,13.0651976434849,"Mix","Mix","Mix"
"53219",3.57322656429861,17.5371443597935,"Non_Neuron","OLG","OLG2"
"53220",1.88024961269949,15.7425944177769,"Non_Neuron","OLG","OLG2"
"53221",2.07305800236318,17.3678423730992,"Non_Neuron","OLG","OLG2"
"53222",-13.2802633114948,0.96083467885477,"Non_Neuron","CHOR/EPEN","EPEN"
"53223",-0.35473146222975,13.2802874414585,"Mix","Mix","Mix"
"53224",1.86095010555837,15.3295847742222,"Non_Neuron","OLG","OLG2"
"53225",-7.35311783038523,8.10747021123392,"Non_Neuron","VAS","Peri/VEC"
"53226",3.35234152592275,15.4373757211827,"Non_Neuron","OLG","OLG2"
"53227",-8.57563913546946,-3.49548060015219,"Neuron","CHO/PEP","CHO/PEP"
"53228",3.07752167500112,17.7699400751255,"Non_Neuron","OLG","OLG2"
"53229",5.10986053265188,16.779152569022,"Non_Neuron","OLG","OLG2"
"53230",0.841564886938074,15.862669643607,"Non_Neuron","OLG","OLG2"
"53231",0.28884881056402,14.7236277429722,"Non_Neuron","OLG","OLG2"
"53232",2.01478969372366,15.5322615472935,"Non_Neuron","OLG","OLG2"
"53233",-0.627639531423113,15.6283804742954,"Non_Neuron","OLG","OLG2"
"53234",-3.07955539904978,9.29392403050882,"Mix","Mix","Mix"
"53235",2.44042526997183,17.923720058646,"Non_Neuron","OLG","OLG2"
"53236",4.38768493450735,16.3125407068394,"Non_Neuron","OLG","OLG2"
"53237",2.6899658373699,15.9350630609654,"Non_Neuron","OLG","OLG2"
"53238",1.86335312641714,15.4446303217076,"Non_Neuron","OLG","OLG2"
"53239",2.54164253986929,17.0538374750279,"Non_Neuron","OLG","OLG2"
"53240",1.22113739765737,14.8671147195957,"Non_Neuron","OLG","OLG2"
"53241",4.65055715359304,18.3103129236363,"Non_Neuron","OLG","OLG2"
"53242",3.62568961895559,16.1236979334019,"Non_Neuron","OLG","OLG2"
"53243",4.62158119000051,18.2712981073521,"Non_Neuron","OLG","OLG2"
"53244",-12.952277547945,0.480202135290927,"Non_Neuron","CHOR/EPEN","EPEN"
"53245",-12.3323224850788,0.119836982931918,"Non_Neuron","CHOR/EPEN","EPEN"
"53246",3.76648723400686,16.1884810297154,"Non_Neuron","OLG","OLG2"
"53247",3.17630087650869,17.0370623438023,"Non_Neuron","OLG","OLG2"
"53248",5.28734504498098,19.0366579858921,"Mix","Mix","Mix"
"53249",4.02446376598928,15.6520640222691,"Non_Neuron","OLG","OLG2"
"53250",5.69586669720266,16.0238119928501,"Non_Neuron","OLG","OLG2"
"53251",5.24365913189504,17.0296751825474,"Non_Neuron","OLG","OLG2"
"53252",4.67522250927542,16.3188139764927,"Non_Neuron","OLG","OLG2"
"53253",4.9073525599346,16.8419825403355,"Non_Neuron","OLG","OLG2"
"53254",-1.6028283902302,9.93120830937845,"Non_Neuron","MLG","MLG"
"53255",4.8541299036846,17.8102576105259,"Non_Neuron","OLG","OLG2"
"53256",3.48811780727957,18.1695257990025,"Non_Neuron","OLG","OLG2"
"53257",0.869954221616724,15.3154398767613,"Non_Neuron","OLG","OLG2"
"53258",-0.153335101236365,15.1654106943272,"Non_Neuron","OLG","OLG2"
"53259",-0.683213464249632,16.8121229974888,"Non_Neuron","OLG","OLG2"
"53260",1.72130405224417,14.9452397195957,"Non_Neuron","OLG","OLG2"
"53261",2.41989933765981,16.5364024011753,"Non_Neuron","OLG","OLG2"
"53262",0.468548648725489,15.0932204095982,"Non_Neuron","OLG","OLG2"
"53263",-0.73616399549391,16.71090763494,"Non_Neuron","OLG","OLG2"
"53264",3.06743370808218,17.5682780115269,"Non_Neuron","OLG","OLG2"
"53265",2.10849057949636,16.8825060693882,"Non_Neuron","OLG","OLG2"
"53266",3.94484102047537,15.5730082361363,"Mix","Mix","Mix"
"53267",1.66930329121206,16.113115963187,"Non_Neuron","OLG","OLG2"
"53268",3.04924880779836,16.7391554681919,"Non_Neuron","OLG","OLG2"
"53269",-1.27841002427485,1.04140537663919,"Non_Neuron","AC","AC2"
"53270",3.60325872219656,16.9537665216587,"Non_Neuron","OLG","OLG2"
"53271",4.3427225283489,16.0909544794224,"Non_Neuron","OLG","OLG2"
"53272",4.719332330595,16.404677089896,"Non_Neuron","OLG","OLG2"
"53273",0.823410861860254,14.7653681604527,"Non_Neuron","OLG","OLG2"
"53274",3.81315194882009,18.7427679865025,"Mix","Mix","Mix"
"53275",0.181988709341028,17.1248232690952,"Non_Neuron","OLG","OLG2"
"53276",-7.64970482074167,7.8082339136265,"Non_Neuron","VAS","Peri/VEC"
"53277",3.84543239391897,16.0200774042271,"Non_Neuron","OLG","OLG2"
"53278",1.96836005962942,17.0332896082066,"Non_Neuron","OLG","OLG2"
"53279",-8.50924909793284,6.97821825429422,"Non_Neuron","VAS","Peri/VEC"
"53280",1.02781950749014,16.6301447717808,"Non_Neuron","OLG","OLG2"
"53281",1.84772002018545,14.9111372797154,"Non_Neuron","OLG","OLG2"
"53282",-0.448420121599695,15.9400393335484,"Non_Neuron","OLG","OLG2"
"53283",0.234741859804132,14.6536900369785,"Non_Neuron","OLG","OLG2"
"53284",-0.545736560863218,14.3626829950474,"Non_Neuron","OLG","OLG2"
"53285",2.45074021137808,17.3154284326695,"Non_Neuron","OLG","OLG2"
"53286",1.11916207588766,15.2147890894077,"Non_Neuron","OLG","OLG2"
"53287",2.81524097241018,15.7061926691197,"Non_Neuron","OLG","OLG2"
"53288",4.0814920595989,16.3673159448765,"Non_Neuron","OLG","OLG2"
"53289",-0.300962603916189,12.268654522147,"Mix","Mix","Mix"
"53290",4.20285712994192,16.1790625421665,"Non_Neuron","OLG","OLG2"
"53291",-8.6859582730427,6.68401163503153,"Non_Neuron","VAS","Peri/VEC"
"53292",2.19870030201528,15.1799418298863,"Non_Neuron","OLG","OLG2"
"53293",4.28569661892507,16.218735393729,"Non_Neuron","OLG","OLG2"
"53294",3.85485040463064,16.7648112146519,"Non_Neuron","OLG","OLG2"
"53295",2.02349650181387,16.630507168021,"Non_Neuron","OLG","OLG2"
"53296",4.32565748013113,17.0558802454136,"Non_Neuron","OLG","OLG2"
"53297",3.9737473658428,15.9247557489536,"Non_Neuron","OLG","OLG2"
"53298",2.57413636959646,15.5353476373814,"Non_Neuron","OLG","OLG2"
"53299",2.03479611195181,14.560911831107,"Non_Neuron","OLG","OLG2"
"53300",-1.17610419474985,16.2128130762242,"Non_Neuron","OLG","OLG2"
"53301",3.2966929606304,18.4606596796177,"Mix","Mix","Mix"
"53302",1.47066914356802,15.1844403116368,"Non_Neuron","OLG","OLG2"
"53303",1.124126546751,15.43014591619,"Non_Neuron","OLG","OLG2"
"53304",-0.0855016776218626,15.750286754813,"Non_Neuron","OLG","OLG2"
"53305",-0.963330752481482,16.2907893030308,"Non_Neuron","OLG","OLG2"
"53306",3.38368355549429,15.4202563135288,"Non_Neuron","OLG","OLG2"
